Company,Folder,Key_Original,Value_New,URL,NewFileName,Status
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Kết Quả Phát Hành Cổ Phiếu ESOP 2025 11072026 11072026.pdf,Báo Cáo Kết Quả Phát Hành Cổ Phiếu ESOP 2025 11072026 11072026.pdf,local://material/TheGioiDiDong/Báo Cáo Kết Quả Phát Hành Cổ Phiếu ESOP 2025 11072026 11072026.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Phát Triển Bền Vững 2023 27032024 27032024.pdf,Báo Cáo Phát Triển Bền Vững 2023 27032024 27032024.pdf,local://material/TheGioiDiDong/Báo Cáo Phát Triển Bền Vững 2023 27032024 27032024.pdf,MWG_SR_2023FY,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Phát Triển Bền Vững Năm 2024 04042025 04042025.pdf,Báo Cáo Phát Triển Bền Vững Năm 2024 04042025 04042025.pdf,local://material/TheGioiDiDong/Báo Cáo Phát Triển Bền Vững Năm 2024 04042025 04042025.pdf,MWG_SR_2024FY,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Phát Triển Bền Vững Năm 2025 25032026 25032026.pdf,Báo Cáo Phát Triển Bền Vững Năm 2025 25032026 25032026.pdf,local://material/TheGioiDiDong/Báo Cáo Phát Triển Bền Vững Năm 2025 25032026 25032026.pdf,MWG_SR_2025FY,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Thay Đổi Sở Hữu Của Nhà Đầu Tư Lớn 03052024 03052024.pdf,Báo Cáo Thay Đổi Sở Hữu Của Nhà Đầu Tư Lớn 03052024 03052024.pdf,local://material/TheGioiDiDong/Báo Cáo Thay Đổi Sở Hữu Của Nhà Đầu Tư Lớn 03052024 03052024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Thay Đổi Sở Hữu Của Nhóm Nhà Đầu Tư Nước Ngoài 01082024 01082024.pdf,Báo Cáo Thay Đổi Sở Hữu Của Nhóm Nhà Đầu Tư Nước Ngoài 01082024 01082024.pdf,local://material/TheGioiDiDong/Báo Cáo Thay Đổi Sở Hữu Của Nhóm Nhà Đầu Tư Nước Ngoài 01082024 01082024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Thay Đổi Sở Hữu Của Nhóm Nhà Đầu Tư Nước Ngoài 10062024 10062024.pdf,Báo Cáo Thay Đổi Sở Hữu Của Nhóm Nhà Đầu Tư Nước Ngoài 10062024 10062024.pdf,local://material/TheGioiDiDong/Báo Cáo Thay Đổi Sở Hữu Của Nhóm Nhà Đầu Tư Nước Ngoài 10062024 10062024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Thay Đổi Sở Hữu Của Nhóm Nhà Đầu Tư Nước Ngoài 23072024 23072024.pdf,Báo Cáo Thay Đổi Sở Hữu Của Nhóm Nhà Đầu Tư Nước Ngoài 23072024 23072024.pdf,local://material/TheGioiDiDong/Báo Cáo Thay Đổi Sở Hữu Của Nhóm Nhà Đầu Tư Nước Ngoài 23072024 23072024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Thay Đổi Sở Hữu Của Nhóm Nhà Đầu Tư Nước Ngoài 24072024 24072024.pdf,Báo Cáo Thay Đổi Sở Hữu Của Nhóm Nhà Đầu Tư Nước Ngoài 24072024 24072024.pdf,local://material/TheGioiDiDong/Báo Cáo Thay Đổi Sở Hữu Của Nhóm Nhà Đầu Tư Nước Ngoài 24072024 24072024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Thường Niên 2024 04042025 04042025.pdf,Báo Cáo Thường Niên 2024 04042025 04042025.pdf,local://material/TheGioiDiDong/Báo Cáo Thường Niên 2024 04042025 04042025.pdf,MWG_AR_2024FY,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Thường Niên 2025 25032026 25032026.pdf,Báo Cáo Thường Niên 2025 25032026 25032026.pdf,local://material/TheGioiDiDong/Báo Cáo Thường Niên 2025 25032026 25032026.pdf,MWG_AR_2025FY,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Thường Niên Năm 2023 27032024 27032024.pdf,Báo Cáo Thường Niên Năm 2023 27032024 27032024.pdf,local://material/TheGioiDiDong/Báo Cáo Thường Niên Năm 2023 27032024 27032024.pdf,MWG_AR_2023FY,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Hợp Nhất Bán Niên 2025 28082025 28082025.pdf,Báo Cáo Tài Chính Hợp Nhất Bán Niên 2025 28082025 28082025.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Hợp Nhất Bán Niên 2025 28082025 28082025.pdf,MWG_CFS_2025H1,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Hợp Nhất Kiểm Toán Năm 2023 20032024 20032024.pdf,Báo Cáo Tài Chính Hợp Nhất Kiểm Toán Năm 2023 20032024 20032024.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Hợp Nhất Kiểm Toán Năm 2023 20032024 20032024.pdf,MWG_CFS_2023H1,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Hợp Nhất Kiểm Toán Năm 2024 24032025 24032025.pdf,Báo Cáo Tài Chính Hợp Nhất Kiểm Toán Năm 2024 24032025 24032025.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Hợp Nhất Kiểm Toán Năm 2024 24032025 24032025.pdf,MWG_CFS_2024H1,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Hợp Nhất Kiểm Toán Năm 2025 23032026 23032026.pdf,Báo Cáo Tài Chính Hợp Nhất Kiểm Toán Năm 2025 23032026 23032026.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Hợp Nhất Kiểm Toán Năm 2025 23032026 23032026.pdf,MWG_CFS_2025FY,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Hợp Nhất Quý 1 Năm 2024 29042024 29042024.pdf,Báo Cáo Tài Chính Hợp Nhất Quý 1 Năm 2024 29042024 29042024.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Hợp Nhất Quý 1 Năm 2024 29042024 29042024.pdf,MWG_CFS_2024Q1,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Hợp Nhất Quý 1 Năm 2025 26042025 26042025.pdf,Báo Cáo Tài Chính Hợp Nhất Quý 1 Năm 2025 26042025 26042025.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Hợp Nhất Quý 1 Năm 2025 26042025 26042025.pdf,MWG_CFS_2025Q1,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Hợp Nhất Quý 1 Năm 2026 24042026 24042026.pdf,Báo Cáo Tài Chính Hợp Nhất Quý 1 Năm 2026 24042026 24042026.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Hợp Nhất Quý 1 Năm 2026 24042026 24042026.pdf,MWG_CFS_2026Q1,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Hợp Nhất Quý 2 Năm 2024 30072024 30072024.pdf,Báo Cáo Tài Chính Hợp Nhất Quý 2 Năm 2024 30072024 30072024.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Hợp Nhất Quý 2 Năm 2024 30072024 30072024.pdf,MWG_CFS_2024Q2,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Hợp Nhất Quý 2 Năm 2025 29072025 29072025.pdf,Báo Cáo Tài Chính Hợp Nhất Quý 2 Năm 2025 29072025 29072025.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Hợp Nhất Quý 2 Năm 2025 29072025 29072025.pdf,MWG_CFS_2025Q2,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Hợp Nhất Quý 3 Năm 2024 30102024 30102024.pdf,Báo Cáo Tài Chính Hợp Nhất Quý 3 Năm 2024 30102024 30102024.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Hợp Nhất Quý 3 Năm 2024 30102024 30102024.pdf,MWG_CFS_2024Q3,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Hợp Nhất Quý 3 Năm 2025 22102025 22102025.pdf,Báo Cáo Tài Chính Hợp Nhất Quý 3 Năm 2025 22102025 22102025.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Hợp Nhất Quý 3 Năm 2025 22102025 22102025.pdf,MWG_CFS_2025Q3,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Hợp Nhất Quý 4 Năm 2023 30012024 30012024.pdf,Báo Cáo Tài Chính Hợp Nhất Quý 4 Năm 2023 30012024 30012024.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Hợp Nhất Quý 4 Năm 2023 30012024 30012024.pdf,MWG_CFS_2023Q4,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Hợp Nhất Quý 4 Năm 2024 24012025 24012025.pdf,Báo Cáo Tài Chính Hợp Nhất Quý 4 Năm 2024 24012025 24012025.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Hợp Nhất Quý 4 Năm 2024 24012025 24012025.pdf,MWG_CFS_2024Q4,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Hợp Nhất Quý 4 Năm 2025 30012026 30012026.pdf,Báo Cáo Tài Chính Hợp Nhất Quý 4 Năm 2025 30012026 30012026.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Hợp Nhất Quý 4 Năm 2025 30012026 30012026.pdf,MWG_CFS_2025Q4,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Hợp Nhất Soát Xét Bán Niên Năm 2024 26082024 26082024.pdf,Báo Cáo Tài Chính Hợp Nhất Soát Xét Bán Niên Năm 2024 26082024 26082024.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Hợp Nhất Soát Xét Bán Niên Năm 2024 26082024 26082024.pdf,MWG_CFS_2024H1,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Riêng Bán Niên 2025 28082025 28082025.pdf,Báo Cáo Tài Chính Riêng Bán Niên 2025 28082025 28082025.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Riêng Bán Niên 2025 28082025 28082025.pdf,MWG_PCFS_2025H1,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Riêng Kiểm Toán Năm 2023 20032024 20032024.pdf,Báo Cáo Tài Chính Riêng Kiểm Toán Năm 2023 20032024 20032024.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Riêng Kiểm Toán Năm 2023 20032024 20032024.pdf,MWG_PCFS_2023FY,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Riêng Kiểm Toán Năm 2024 24032025 24032025.pdf,Báo Cáo Tài Chính Riêng Kiểm Toán Năm 2024 24032025 24032025.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Riêng Kiểm Toán Năm 2024 24032025 24032025.pdf,MWG_PCFS_2024FY,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Riêng Kiểm Toán Năm 2025 23032026 23032026.pdf,Báo Cáo Tài Chính Riêng Kiểm Toán Năm 2025 23032026 23032026.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Riêng Kiểm Toán Năm 2025 23032026 23032026.pdf,MWG_PCFS_2025FY,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Riêng Quý 1 Năm 2024 29042024 29042024.pdf,Báo Cáo Tài Chính Riêng Quý 1 Năm 2024 29042024 29042024.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Riêng Quý 1 Năm 2024 29042024 29042024.pdf,MWG_PCFS_2024Q1,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Riêng Quý 1 Năm 2025 26042025 26042025.pdf,Báo Cáo Tài Chính Riêng Quý 1 Năm 2025 26042025 26042025.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Riêng Quý 1 Năm 2025 26042025 26042025.pdf,MWG_PCFS_2025Q1,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Riêng Quý 1 Năm 2026 24042026 24042026.pdf,Báo Cáo Tài Chính Riêng Quý 1 Năm 2026 24042026 24042026.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Riêng Quý 1 Năm 2026 24042026 24042026.pdf,MWG_PCFS_2026Q1,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Riêng Quý 2 Năm 2024 30072024 30072024.pdf,Báo Cáo Tài Chính Riêng Quý 2 Năm 2024 30072024 30072024.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Riêng Quý 2 Năm 2024 30072024 30072024.pdf,MWG_PCFS_2024Q2,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Riêng Quý 2 Năm 2025 29072025 29072025.pdf,Báo Cáo Tài Chính Riêng Quý 2 Năm 2025 29072025 29072025.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Riêng Quý 2 Năm 2025 29072025 29072025.pdf,MWG_PCFS_2025Q2,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Riêng Quý 3 Năm 2024 30102024 30102024.pdf,Báo Cáo Tài Chính Riêng Quý 3 Năm 2024 30102024 30102024.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Riêng Quý 3 Năm 2024 30102024 30102024.pdf,MWG_PCFS_2024Q3,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Riêng Quý 3 Năm 2025 22102025 22102025.pdf,Báo Cáo Tài Chính Riêng Quý 3 Năm 2025 22102025 22102025.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Riêng Quý 3 Năm 2025 22102025 22102025.pdf,MWG_PCFS_2025Q3,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Riêng Quý 4 Năm 2023 30012024 30012024.pdf,Báo Cáo Tài Chính Riêng Quý 4 Năm 2023 30012024 30012024.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Riêng Quý 4 Năm 2023 30012024 30012024.pdf,MWG_PCFS_2023Q4,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Riêng Quý 4 Năm 2024 24012025 24012025.pdf,Báo Cáo Tài Chính Riêng Quý 4 Năm 2024 24012025 24012025.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Riêng Quý 4 Năm 2024 24012025 24012025.pdf,MWG_PCFS_2024Q4,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Riêng Quý 4 Năm 2025 30012026 30012026.pdf,Báo Cáo Tài Chính Riêng Quý 4 Năm 2025 30012026 30012026.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Riêng Quý 4 Năm 2025 30012026 30012026.pdf,MWG_PCFS_2025Q4,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tài Chính Riêng Soát Xét Bán Niên Năm 2024 26082024 26082024.pdf,Báo Cáo Tài Chính Riêng Soát Xét Bán Niên Năm 2024 26082024 26082024.pdf,local://material/TheGioiDiDong/Báo Cáo Tài Chính Riêng Soát Xét Bán Niên Năm 2024 26082024 26082024.pdf,MWG_PCFS_2024H1,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tình Hình Quản Trị 6 Tháng Đầu Năm 2024 30072024 30072024.pdf,Báo Cáo Tình Hình Quản Trị 6 Tháng Đầu Năm 2024 30072024 30072024.pdf,local://material/TheGioiDiDong/Báo Cáo Tình Hình Quản Trị 6 Tháng Đầu Năm 2024 30072024 30072024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tình Hình Quản Trị 6 Tháng Đầu Năm 2025 30072025 30072025.pdf,Báo Cáo Tình Hình Quản Trị 6 Tháng Đầu Năm 2025 30072025 30072025.pdf,local://material/TheGioiDiDong/Báo Cáo Tình Hình Quản Trị 6 Tháng Đầu Năm 2025 30072025 30072025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tình Hình Quản Trị Năm 2023 30012024 30012024.pdf,Báo Cáo Tình Hình Quản Trị Năm 2023 30012024 30012024.pdf,local://material/TheGioiDiDong/Báo Cáo Tình Hình Quản Trị Năm 2023 30012024 30012024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tình Hình Quản Trị Năm 2024 24012025 24012025.pdf,Báo Cáo Tình Hình Quản Trị Năm 2024 24012025 24012025.pdf,local://material/TheGioiDiDong/Báo Cáo Tình Hình Quản Trị Năm 2024 24012025 24012025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Báo Cáo Tình Hình Quản Trị Năm 2025 30012026 30012026.pdf,Báo Cáo Tình Hình Quản Trị Năm 2025 30012026 30012026.pdf,local://material/TheGioiDiDong/Báo Cáo Tình Hình Quản Trị Năm 2025 30012026 30012026.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,CBTT Biên Bản Họp Và Nghị Quyết ĐHĐCĐ Thường Niên 2025 27042025 27042025.pdf,CBTT Biên Bản Họp Và Nghị Quyết ĐHĐCĐ Thường Niên 2025 27042025 27042025.pdf,local://material/TheGioiDiDong/CBTT Biên Bản Họp Và Nghị Quyết ĐHĐCĐ Thường Niên 2025 27042025 27042025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,CBTT Biên Bản Họp Và Nghị Quyết ĐHĐCĐ Thường Niên 2026 19042026 19042026.pdf,CBTT Biên Bản Họp Và Nghị Quyết ĐHĐCĐ Thường Niên 2026 19042026 19042026.pdf,local://material/TheGioiDiDong/CBTT Biên Bản Họp Và Nghị Quyết ĐHĐCĐ Thường Niên 2026 19042026 19042026.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,CBTT Bổ Sung Báo Cáo Tình Hình Quản Trị Công Ty Năm 2024 19022025 19022025.pdf,CBTT Bổ Sung Báo Cáo Tình Hình Quản Trị Công Ty Năm 2024 19022025 19022025.pdf,local://material/TheGioiDiDong/CBTT Bổ Sung Báo Cáo Tình Hình Quản Trị Công Ty Năm 2024 19022025 19022025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,CBTT Nghị Quyết Hội Đồng Quản Trị Số 08 13052025 13052025.pdf,CBTT Nghị Quyết Hội Đồng Quản Trị Số 08 13052025 13052025.pdf,local://material/TheGioiDiDong/CBTT Nghị Quyết Hội Đồng Quản Trị Số 08 13052025 13052025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,CBTT Ngày Ký Hợp Đồng Kiểm Toán Với Công Ty TNHH Ernst & Young 13062024 13062024.pdf,CBTT Ngày Ký Hợp Đồng Kiểm Toán Với Công Ty TNHH Ernst & Young 13062024 13062024.pdf,local://material/TheGioiDiDong/CBTT Ngày Ký Hợp Đồng Kiểm Toán Với Công Ty TNHH Ernst & Young 13062024 13062024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,CBTT Phụ Lục 07 Sửa Đổi Điều Lệ 29042025 29042025.pdf,CBTT Phụ Lục 07 Sửa Đổi Điều Lệ 29042025 29042025.pdf,local://material/TheGioiDiDong/CBTT Phụ Lục 07 Sửa Đổi Điều Lệ 29042025 29042025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,CBTT Phụ Lục 08 Sửa Đổi Điều Lệ 23122025 23122025.pdf,CBTT Phụ Lục 08 Sửa Đổi Điều Lệ 23122025 23122025.pdf,local://material/TheGioiDiDong/CBTT Phụ Lục 08 Sửa Đổi Điều Lệ 23122025 23122025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,CBTT Quy Chế Hoạt Động Của Hội Đồng Quản Trị Và Quy Chế Quản Trị Nội Bộ 19042026 19042026.pdf,CBTT Quy Chế Hoạt Động Của Hội Đồng Quản Trị Và Quy Chế Quản Trị Nội Bộ 19042026 19042026.pdf,local://material/TheGioiDiDong/CBTT Quy Chế Hoạt Động Của Hội Đồng Quản Trị Và Quy Chế Quản Trị Nội Bộ 19042026 19042026.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,CBTT Trích yếu nội dung Nghị quyết HĐQT số 09 28062024 28062024.pdf,CBTT Trích yếu nội dung Nghị quyết HĐQT số 09 28062024 28062024.pdf,local://material/TheGioiDiDong/CBTT Trích yếu nội dung Nghị quyết HĐQT số 09 28062024 28062024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,CBTT Trích Yếu Nội Dung Nghị Quyết HĐQT Số 10 19082024 19082024.pdf,CBTT Trích Yếu Nội Dung Nghị Quyết HĐQT Số 10 19082024 19082024.pdf,local://material/TheGioiDiDong/CBTT Trích Yếu Nội Dung Nghị Quyết HĐQT Số 10 19082024 19082024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,CBTT Trích Yếu Nội Dung Nghị Quyết HĐQT Số 12 13122024 13122024.pdf,CBTT Trích Yếu Nội Dung Nghị Quyết HĐQT Số 12 13122024 13122024.pdf,local://material/TheGioiDiDong/CBTT Trích Yếu Nội Dung Nghị Quyết HĐQT Số 12 13122024 13122024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,CBTT Trích Yếu Nội Dung Nghị Quyết Hội Đồng Số 13.pdf 12122025 12122025.pdf,CBTT Trích Yếu Nội Dung Nghị Quyết Hội Đồng Số 13.pdf 12122025 12122025.pdf,local://material/TheGioiDiDong/CBTT Trích Yếu Nội Dung Nghị Quyết Hội Đồng Số 13.pdf 12122025 12122025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,CBTT Tờ Trình và Đường Link Tài Liệu Họp 20032024 20032024.pdf,CBTT Tờ Trình và Đường Link Tài Liệu Họp 20032024 20032024.pdf,local://material/TheGioiDiDong/CBTT Tờ Trình và Đường Link Tài Liệu Họp 20032024 20032024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,CBTT Tờ Trình và Đường Link Tài Liệu Họp Đại Hội 04042025 04042025.pdf,CBTT Tờ Trình và Đường Link Tài Liệu Họp Đại Hội 04042025 04042025.pdf,local://material/TheGioiDiDong/CBTT Tờ Trình và Đường Link Tài Liệu Họp Đại Hội 04042025 04042025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,CBTT Tờ Trình và Đường Link Tài Liệu Họp Đại Hội 26032026 26032026.pdf,CBTT Tờ Trình và Đường Link Tài Liệu Họp Đại Hội 26032026 26032026.pdf,local://material/TheGioiDiDong/CBTT Tờ Trình và Đường Link Tài Liệu Họp Đại Hội 26032026 26032026.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,CBTT Về Việc Ký Kết Hợp Đồng Với Công Ty Kiểm Toán 25062025 25062025.pdf,CBTT Về Việc Ký Kết Hợp Đồng Với Công Ty Kiểm Toán 25062025 25062025.pdf,local://material/TheGioiDiDong/CBTT Về Việc Ký Kết Hợp Đồng Với Công Ty Kiểm Toán 25062025 25062025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,CBTT Về Việc Ký Kết Hợp Đồng Với Công Ty Kiểm Toán 26062026 26062026.pdf,CBTT Về Việc Ký Kết Hợp Đồng Với Công Ty Kiểm Toán 26062026 26062026.pdf,local://material/TheGioiDiDong/CBTT Về Việc Ký Kết Hợp Đồng Với Công Ty Kiểm Toán 26062026 26062026.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,CBTT Điều Lệ Công Ty 19042026 19042026.pdf,CBTT Điều Lệ Công Ty 19042026 19042026.pdf,local://material/TheGioiDiDong/CBTT Điều Lệ Công Ty 19042026 19042026.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Công Văn UBCKNN Chấp Thuận Mua Lại Cổ Phiếu 10112025 10112025.pdf,Công Văn UBCKNN Chấp Thuận Mua Lại Cổ Phiếu 10112025 10112025.pdf,local://material/TheGioiDiDong/Công Văn UBCKNN Chấp Thuận Mua Lại Cổ Phiếu 10112025 10112025.pdf,x,0
