Company,Folder,Key_Original,Value_New,URL,NewFileName,Status
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 1 2026 24042026 24042026.pdf,Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 1 2026 24042026 24042026.pdf,local://material/TheGioiDiDong/Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 1 2026 24042026 24042026.pdf,MWG_EXP_CFS_2026Q1,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 1 Năm 2024 29042024 29042024.pdf,Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 1 Năm 2024 29042024 29042024.pdf,local://material/TheGioiDiDong/Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 1 Năm 2024 29042024 29042024.pdf,MWG_EXP_CFS_2024Q1,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 1 Năm 2025 26042025 26042025.pdf,Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 1 Năm 2025 26042025 26042025.pdf,local://material/TheGioiDiDong/Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 1 Năm 2025 26042025 26042025.pdf,MWG_EXP_CFS_2025Q1,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 2 Năm 2024 30072024 30072024.pdf,Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 2 Năm 2024 30072024 30072024.pdf,local://material/TheGioiDiDong/Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 2 Năm 2024 30072024 30072024.pdf,MWG_EXP_CFS_2024Q2,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 2 Năm 2025 29072025 29072025.pdf,Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 2 Năm 2025 29072025 29072025.pdf,local://material/TheGioiDiDong/Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 2 Năm 2025 29072025 29072025.pdf,MWG_EXP_CFS_2025Q2,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 3 Năm 2024 30102024 30102024.pdf,Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 3 Năm 2024 30102024 30102024.pdf,local://material/TheGioiDiDong/Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 3 Năm 2024 30102024 30102024.pdf,MWG_EXP_CFS_2024Q3,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 3 Năm 2025 22102025 22102025.pdf,Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 3 Năm 2025 22102025 22102025.pdf,local://material/TheGioiDiDong/Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 3 Năm 2025 22102025 22102025.pdf,MWG_EXP_CFS_2025Q3,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 4 2025 30012026 30012026.pdf,Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 4 2025 30012026 30012026.pdf,local://material/TheGioiDiDong/Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 4 2025 30012026 30012026.pdf,MWG_EXP_CFS_2025Q4,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 4 Năm 2024 24012025 24012025.pdf,Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 4 Năm 2024 24012025 24012025.pdf,local://material/TheGioiDiDong/Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 4 Năm 2024 24012025 24012025.pdf,MWG_EXP_CFS_2024Q4,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 4 và Cả Năm 2023 30012024 30012024.pdf,Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 4 và Cả Năm 2023 30012024 30012024.pdf,local://material/TheGioiDiDong/Giải Trình Chênh Lệch Báo Cáo Tài Chính Quý 4 và Cả Năm 2023 30012024 30012024.pdf,MWG_EXP_CFS_2023FY,1
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Giấy Ủy Quyền Thực Hiện Công Bố Thông Tin 10042025 10042025.pdf,Giấy Ủy Quyền Thực Hiện Công Bố Thông Tin 10042025 10042025.pdf,local://material/TheGioiDiDong/Giấy Ủy Quyền Thực Hiện Công Bố Thông Tin 10042025 10042025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Nghị Quyết HĐQT 02 Thông Qua Triệu Tập ĐHĐCĐ Thường Niên 2026 23022026 23022026.pdf,Nghị Quyết HĐQT 02 Thông Qua Triệu Tập ĐHĐCĐ Thường Niên 2026 23022026 23022026.pdf,local://material/TheGioiDiDong/Nghị Quyết HĐQT 02 Thông Qua Triệu Tập ĐHĐCĐ Thường Niên 2026 23022026 23022026.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Nghị Quyết HĐQT 03 Thông Qua Triệu Tập ĐHĐCĐ Thường Niên 2025 03032025 03032025.pdf,Nghị Quyết HĐQT 03 Thông Qua Triệu Tập ĐHĐCĐ Thường Niên 2025 03032025 03032025.pdf,local://material/TheGioiDiDong/Nghị Quyết HĐQT 03 Thông Qua Triệu Tập ĐHĐCĐ Thường Niên 2025 03032025 03032025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Nghị quyết HĐQT 05 Thông qua việc triển khai phương án phát hành cổ phiếu ESOP 2025 23062026 23062026.pdf,Nghị quyết HĐQT 05 Thông qua việc triển khai phương án phát hành cổ phiếu ESOP 2025 23062026 23062026.pdf,local://material/TheGioiDiDong/Nghị quyết HĐQT 05 Thông qua việc triển khai phương án phát hành cổ phiếu ESOP 2025 23062026 23062026.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Nghị quyết HĐQT 05 Về việc chốt DSCĐ để tổ chức họp ĐHĐCĐ thường niên 2024 06022024 06022024.pdf,Nghị quyết HĐQT 05 Về việc chốt DSCĐ để tổ chức họp ĐHĐCĐ thường niên 2024 06022024 06022024.pdf,local://material/TheGioiDiDong/Nghị quyết HĐQT 05 Về việc chốt DSCĐ để tổ chức họp ĐHĐCĐ thường niên 2024 06022024 06022024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Nghị Quyết HĐQT Số 01 Thông Qua Kế Hoạch Kinh Doanh Năm 2025 24012025 24012025.pdf,Nghị Quyết HĐQT Số 01 Thông Qua Kế Hoạch Kinh Doanh Năm 2025 24012025 24012025.pdf,local://material/TheGioiDiDong/Nghị Quyết HĐQT Số 01 Thông Qua Kế Hoạch Kinh Doanh Năm 2025 24012025 24012025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Nghị Quyết HĐQT Số 01 Thông Qua Kế Hoạch Kinh Doanh Năm 2026 30012026 30012026.pdf,Nghị Quyết HĐQT Số 01 Thông Qua Kế Hoạch Kinh Doanh Năm 2026 30012026 30012026.pdf,local://material/TheGioiDiDong/Nghị Quyết HĐQT Số 01 Thông Qua Kế Hoạch Kinh Doanh Năm 2026 30012026 30012026.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Nghị Quyết HĐQT Số 02 Thông Qua Phát Hành Cổ Phiếu ESOP 2024 12022025 12022025.pdf,Nghị Quyết HĐQT Số 02 Thông Qua Phát Hành Cổ Phiếu ESOP 2024 12022025 12022025.pdf,local://material/TheGioiDiDong/Nghị Quyết HĐQT Số 02 Thông Qua Phát Hành Cổ Phiếu ESOP 2024 12022025 12022025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Nghị Quyết HĐQT số 02 Thông Qua Việc Công Ty Đầu Tư Bách Hóa Xanh Thực Hiện Kế Hoạch Huy Động Vốn 18012024 18012024.pdf,Nghị Quyết HĐQT số 02 Thông Qua Việc Công Ty Đầu Tư Bách Hóa Xanh Thực Hiện Kế Hoạch Huy Động Vốn 18012024 18012024.pdf,local://material/TheGioiDiDong/Nghị Quyết HĐQT số 02 Thông Qua Việc Công Ty Đầu Tư Bách Hóa Xanh Thực Hiện Kế Hoạch Huy Động Vốn 18012024 18012024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Nghị Quyết HĐQT Số 04 Thông Qua Kế Hoạch Kinh Doanh Năm 2024 01022024 01022024.pdf,Nghị Quyết HĐQT Số 04 Thông Qua Kế Hoạch Kinh Doanh Năm 2024 01022024 01022024.pdf,local://material/TheGioiDiDong/Nghị Quyết HĐQT Số 04 Thông Qua Kế Hoạch Kinh Doanh Năm 2024 01022024 01022024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Nghị Quyết HĐQT Số 04 Thông Qua Sửa Đổi Quy Chế Phát Hành Cổ Phiếu ESOP 2024 24032025 24032025.pdf,Nghị Quyết HĐQT Số 04 Thông Qua Sửa Đổi Quy Chế Phát Hành Cổ Phiếu ESOP 2024 24032025 24032025.pdf,local://material/TheGioiDiDong/Nghị Quyết HĐQT Số 04 Thông Qua Sửa Đổi Quy Chế Phát Hành Cổ Phiếu ESOP 2024 24032025 24032025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Nghị Quyết HĐQT Số 06 Thông Qua Kết Quả Phát Hành ESOP 19042025 19042025.pdf,Nghị Quyết HĐQT Số 06 Thông Qua Kết Quả Phát Hành ESOP 19042025 19042025.pdf,local://material/TheGioiDiDong/Nghị Quyết HĐQT Số 06 Thông Qua Kết Quả Phát Hành ESOP 19042025 19042025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Nghị Quyết HĐQT số 06 Thông Qua Việc Bổ Nhiệm Người Phụ Trách ESG 20032024 20032024.pdf,Nghị Quyết HĐQT số 06 Thông Qua Việc Bổ Nhiệm Người Phụ Trách ESG 20032024 20032024.pdf,local://material/TheGioiDiDong/Nghị Quyết HĐQT số 06 Thông Qua Việc Bổ Nhiệm Người Phụ Trách ESG 20032024 20032024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Nghị Quyết HĐQT Số 07 Thông Qua Kết Quả Phát Hành ESOP 11072026 11072026.pdf,Nghị Quyết HĐQT Số 07 Thông Qua Kết Quả Phát Hành ESOP 11072026 11072026.pdf,local://material/TheGioiDiDong/Nghị Quyết HĐQT Số 07 Thông Qua Kết Quả Phát Hành ESOP 11072026 11072026.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Nghị Quyết HĐQT số 07 Thông Qua Việc Giải Thể Công Ty Con 08052024 08052024.pdf,Nghị Quyết HĐQT số 07 Thông Qua Việc Giải Thể Công Ty Con 08052024 08052024.pdf,local://material/TheGioiDiDong/Nghị Quyết HĐQT số 07 Thông Qua Việc Giải Thể Công Ty Con 08052024 08052024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Nghị Quyết HĐQT số 08 Thông Qua Việc Chi Trả Cổ Tức Tiền Mặt và Lựa Chọn Công Ty Kiểm Toán 11062024 11062024.pdf,Nghị Quyết HĐQT số 08 Thông Qua Việc Chi Trả Cổ Tức Tiền Mặt và Lựa Chọn Công Ty Kiểm Toán 11062024 11062024.pdf,local://material/TheGioiDiDong/Nghị Quyết HĐQT số 08 Thông Qua Việc Chi Trả Cổ Tức Tiền Mặt và Lựa Chọn Công Ty Kiểm Toán 11062024 11062024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Nghị Quyết HĐQT số 09 Thông Qua Việc Chi Trả Cổ Tức Tiền Mặt 25062025 25062025.pdf,Nghị Quyết HĐQT số 09 Thông Qua Việc Chi Trả Cổ Tức Tiền Mặt 25062025 25062025.pdf,local://material/TheGioiDiDong/Nghị Quyết HĐQT số 09 Thông Qua Việc Chi Trả Cổ Tức Tiền Mặt 25062025 25062025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Nghị Quyết HĐQT số 10 Thông Qua Mua Lại Cổ Phiếu Quỹ 18102025 18102025.pdf,Nghị Quyết HĐQT số 10 Thông Qua Mua Lại Cổ Phiếu Quỹ 18102025 18102025.pdf,local://material/TheGioiDiDong/Nghị Quyết HĐQT số 10 Thông Qua Mua Lại Cổ Phiếu Quỹ 18102025 18102025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Nghị Quyết HĐQT số 11 Thông Qua Việc Thành Lập Công Ty Con 06112025 06112025.pdf,Nghị Quyết HĐQT số 11 Thông Qua Việc Thành Lập Công Ty Con 06112025 06112025.pdf,local://material/TheGioiDiDong/Nghị Quyết HĐQT số 11 Thông Qua Việc Thành Lập Công Ty Con 06112025 06112025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Nghị Quyết HĐQT số 12 Thông Qua Việc Chuyển Nhượng Vốn Tại Công Ty Con 19112025 19112025.pdf,Nghị Quyết HĐQT số 12 Thông Qua Việc Chuyển Nhượng Vốn Tại Công Ty Con 19112025 19112025.pdf,local://material/TheGioiDiDong/Nghị Quyết HĐQT số 12 Thông Qua Việc Chuyển Nhượng Vốn Tại Công Ty Con 19112025 19112025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Phụ Lục Sửa Đổi Điều Lệ Lần 6 20052024 20052024.pdf,Phụ Lục Sửa Đổi Điều Lệ Lần 6 20052024 20052024.pdf,local://material/TheGioiDiDong/Phụ Lục Sửa Đổi Điều Lệ Lần 6 20052024 20052024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thay Đổi Giấy Chứng Nhận Đăng Ký Doanh Nghiệp Lần 31 03042024 03042024.pdf,Thay Đổi Giấy Chứng Nhận Đăng Ký Doanh Nghiệp Lần 31 03042024 03042024.pdf,local://material/TheGioiDiDong/Thay Đổi Giấy Chứng Nhận Đăng Ký Doanh Nghiệp Lần 31 03042024 03042024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thay Đổi Giấy Chứng Nhận Đăng Ký Doanh Nghiệp Lần Thứ 32 17052024 17052024.pdf,Thay Đổi Giấy Chứng Nhận Đăng Ký Doanh Nghiệp Lần Thứ 32 17052024 17052024.pdf,local://material/TheGioiDiDong/Thay Đổi Giấy Chứng Nhận Đăng Ký Doanh Nghiệp Lần Thứ 32 17052024 17052024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông báo giao dịch cổ phiếu của người liên quan của người nội bộ _Nguyễn Thị Thu Tâm 08032024 08032024.pdf,Thông báo giao dịch cổ phiếu của người liên quan của người nội bộ _Nguyễn Thị Thu Tâm 08032024 08032024.pdf,local://material/TheGioiDiDong/Thông báo giao dịch cổ phiếu của người liên quan của người nội bộ _Nguyễn Thị Thu Tâm 08032024 08032024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông Báo Giao Dịch Cổ Phiếu Của Người Liên Quan Người Nội Bộ - Quỹ Mái Ấm Thế Giới Di Động 27082025 27082025.pdf,Thông Báo Giao Dịch Cổ Phiếu Của Người Liên Quan Người Nội Bộ - Quỹ Mái Ấm Thế Giới Di Động 27082025 27082025.pdf,local://material/TheGioiDiDong/Thông Báo Giao Dịch Cổ Phiếu Của Người Liên Quan Người Nội Bộ - Quỹ Mái Ấm Thế Giới Di Động 27082025 27082025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông Báo Giao Dịch Cổ Phiếu Của Người Liên Quan Người Nội Bộ - Trịnh Quang Khải 30062026 30062026.pdf,Thông Báo Giao Dịch Cổ Phiếu Của Người Liên Quan Người Nội Bộ - Trịnh Quang Khải 30062026 30062026.pdf,local://material/TheGioiDiDong/Thông Báo Giao Dịch Cổ Phiếu Của Người Liên Quan Người Nội Bộ - Trịnh Quang Khải 30062026 30062026.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Lê Thị Thu Trang 08042025 08042025.pdf,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Lê Thị Thu Trang 08042025 08042025.pdf,local://material/TheGioiDiDong/Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Lê Thị Thu Trang 08042025 08042025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Lê Thị Thu Trang 30062026 30062026.pdf,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Lê Thị Thu Trang 30062026 30062026.pdf,local://material/TheGioiDiDong/Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Lê Thị Thu Trang 30062026 30062026.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Lý Trần Kim Ngân 08042025 08042025.pdf,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Lý Trần Kim Ngân 08042025 08042025.pdf,local://material/TheGioiDiDong/Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Lý Trần Kim Ngân 08042025 08042025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Lý Trần Kim Ngân 30062026 30062026.pdf,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Lý Trần Kim Ngân 30062026 30062026.pdf,local://material/TheGioiDiDong/Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Lý Trần Kim Ngân 30062026 30062026.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Nguyễn Thị Thu Thảo 08042025 08042025.pdf,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Nguyễn Thị Thu Thảo 08042025 08042025.pdf,local://material/TheGioiDiDong/Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Nguyễn Thị Thu Thảo 08042025 08042025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Phạm Văn Trọng 18082025 18082025.pdf,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Phạm Văn Trọng 18082025 18082025.pdf,local://material/TheGioiDiDong/Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Phạm Văn Trọng 18082025 18082025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Trịnh Quang Khải 08042025 08042025.pdf,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Trịnh Quang Khải 08042025 08042025.pdf,local://material/TheGioiDiDong/Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Trịnh Quang Khải 08042025 08042025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Vũ Đăng Linh 08042025 08042025.pdf,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Vũ Đăng Linh 08042025 08042025.pdf,local://material/TheGioiDiDong/Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Vũ Đăng Linh 08042025 08042025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Vũ Đăng Linh 30062026 30062026.pdf,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Vũ Đăng Linh 30062026 30062026.pdf,local://material/TheGioiDiDong/Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Vũ Đăng Linh 30062026 30062026.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Đoàn Văn Hiểu Em 08042025 08042025.pdf,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Đoàn Văn Hiểu Em 08042025 08042025.pdf,local://material/TheGioiDiDong/Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Đoàn Văn Hiểu Em 08042025 08042025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Đoàn Văn Hiểu Em 29042026 29042026.pdf,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Đoàn Văn Hiểu Em 29042026 29042026.pdf,local://material/TheGioiDiDong/Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Đoàn Văn Hiểu Em 29042026 29042026.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Đoàn Văn Hiểu Em 30062026 30062026.pdf,Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Đoàn Văn Hiểu Em 30062026 30062026.pdf,local://material/TheGioiDiDong/Thông Báo Giao Dịch Cổ Phiếu Của Người Nội Bộ - Đoàn Văn Hiểu Em 30062026 30062026.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông báo giao dịch cổ phiếu của Người Nội Bộ_Nguyễn Đức Tài 04062024 04062024.pdf,Thông báo giao dịch cổ phiếu của Người Nội Bộ_Nguyễn Đức Tài 04062024 04062024.pdf,local://material/TheGioiDiDong/Thông báo giao dịch cổ phiếu của Người Nội Bộ_Nguyễn Đức Tài 04062024 04062024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông báo giao dịch cổ phiếu của Người Nội Bộ_Nguyễn Đức Tài 04092024 04092024.pdf,Thông báo giao dịch cổ phiếu của Người Nội Bộ_Nguyễn Đức Tài 04092024 04092024.pdf,local://material/TheGioiDiDong/Thông báo giao dịch cổ phiếu của Người Nội Bộ_Nguyễn Đức Tài 04092024 04092024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông báo giao dịch cổ phiếu của Người Nội Bộ_Robert Alan Willett 22022024 22022024.pdf,Thông báo giao dịch cổ phiếu của Người Nội Bộ_Robert Alan Willett 22022024 22022024.pdf,local://material/TheGioiDiDong/Thông báo giao dịch cổ phiếu của Người Nội Bộ_Robert Alan Willett 22022024 22022024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông báo giao dịch cổ phiếu của Người Nội Bộ_Đặng Minh Lượm 20092024 20092024.pdf,Thông báo giao dịch cổ phiếu của Người Nội Bộ_Đặng Minh Lượm 20092024 20092024.pdf,local://material/TheGioiDiDong/Thông báo giao dịch cổ phiếu của Người Nội Bộ_Đặng Minh Lượm 20092024 20092024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông Báo Giao Dịch Của Người Nội Bộ - Phạm Văn Trọng 15052025 15052025.pdf,Thông Báo Giao Dịch Của Người Nội Bộ - Phạm Văn Trọng 15052025 15052025.pdf,local://material/TheGioiDiDong/Thông Báo Giao Dịch Của Người Nội Bộ - Phạm Văn Trọng 15052025 15052025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông Báo Mua Lại Cổ Phiếu 10112025 10112025.pdf,Thông Báo Mua Lại Cổ Phiếu 10112025 10112025.pdf,local://material/TheGioiDiDong/Thông Báo Mua Lại Cổ Phiếu 10112025 10112025.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông Báo Mua Lại Cổ Phiếu 14012026 14012026.pdf,Thông Báo Mua Lại Cổ Phiếu 14012026 14012026.pdf,local://material/TheGioiDiDong/Thông Báo Mua Lại Cổ Phiếu 14012026 14012026.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông Báo Mua Lại Cổ Phiếu Quỹ 05022024 05022024.pdf,Thông Báo Mua Lại Cổ Phiếu Quỹ 05022024 05022024.pdf,local://material/TheGioiDiDong/Thông Báo Mua Lại Cổ Phiếu Quỹ 05022024 05022024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông Báo Mua Lại Cổ Phiếu Quỹ 10122024 10122024.pdf,Thông Báo Mua Lại Cổ Phiếu Quỹ 10122024 10122024.pdf,local://material/TheGioiDiDong/Thông Báo Mua Lại Cổ Phiếu Quỹ 10122024 10122024.pdf,x,0
TheGioiDiDong,E:\Project\4_RagPdf\financial-document-qa-rag\data\material\TheGioiDiDong,Thông Báo Mua Lại Cổ Phiếu Quỹ 14052025 14052025.pdf,Thông Báo Mua Lại Cổ Phiếu Quỹ 14052025 14052025.pdf,local://material/TheGioiDiDong/Thông Báo Mua Lại Cổ Phiếu Quỹ 14052025 14052025.pdf,x,0
